Date,Humidity,PM1,PM2.5,PM10
2021-06-04 00:00:00,44.86233187172412,6.306379310344827,7.889827586206898,8.938793103448274
2021-06-04 01:00:00,46.08204331799998,5.801666666666665,7.250666666666668,8.205833333333333
2021-06-04 02:00:00,48.13650946550001,6.033000000000001,7.338166666666668,8.102333333333334
2021-06-04 03:00:00,49.426064804333336,6.770333333333332,8.629500000000002,9.93666666666667
2021-06-04 04:00:00,50.086301932166656,7.319833333333336,9.2775,10.630666666666665
2021-06-04 05:00:00,49.66512132899998,8.116499999999998,9.921666666666669,11.004166666666663
2021-06-04 06:00:00,46.549493757499995,8.289166666666667,10.476166666666668,11.973500000000001
2021-06-04 07:00:00,42.25188866900001,6.971833333333335,8.749833333333331,9.938999999999997
2021-06-04 08:00:00,38.35877063666667,6.486833333333332,8.172000000000002,9.314166666666667
2021-06-04 09:00:00,34.204471339,5.436333333333333,6.886666666666666,7.888000000000002
2021-06-04 10:00:00,36.79592504355933,3.7677966101694924,5.401016949152542,6.812881355932202
2021-06-04 11:00:00,35.705264678333336,2.916333333333334,4.218,5.352833333333335
2021-06-04 12:00:00,34.67727661566667,2.6991666666666663,3.832499999999999,4.801
2021-06-04 13:00:00,27.389967450833332,2.7343333333333324,3.8498333333333337,4.7935
2021-06-04 14:00:00,19.073502723166666,2.1709999999999994,3.063833333333333,3.8220000000000014
2021-06-04 15:00:00,22.16392427516667,2.6254999999999997,3.8246666666666678,4.877500000000001
2021-06-04 16:00:00,28.806677617000002,2.868833333333333,4.040833333333333,5.034666666666666
2021-06-04 17:00:00,28.661054128999996,3.1426666666666674,4.146,4.914
2021-06-04 18:00:00,27.18390011033333,3.879833333333333,5.062666666666668,5.947500000000001
2021-06-04 19:00:00,30.93046742416668,3.7881666666666662,5.053000000000001,6.040499999999999
2021-06-04 20:00:00,34.324032579999994,4.0485000000000015,5.429166666666668,6.517333333333334
2021-06-04 21:00:00,39.757765060333334,3.7864999999999993,5.126666666666665,6.200333333333335
2021-06-04 22:00:00,43.313695793333316,5.369,6.963000000000003,8.1365
2021-06-04 23:00:00,44.967730562,5.7065,7.305333333333333,8.443999999999997
2021-06-05 00:00:00,55.649016189166666,2.1505,3.476833333333332,4.7313333333333345
2021-06-05 01:00:00,56.77737305033332,2.099333333333333,3.741333333333334,5.362333333333334
2021-06-05 02:00:00,56.03708656683333,2.091666666666667,3.4738333333333338,4.8004999999999995
2021-06-05 03:00:00,56.43158947466668,2.633166666666666,4.0248333333333335,5.296333333333334
2021-06-05 04:00:00,55.54438930666666,2.2183333333333337,3.322000000000002,4.314166666666668
